ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
1567310079,Siddhartha,Hermann Hesse,1997,MJF Books
804108692,Life on the Road,Charles Kuralt,1991,Ivy Books
922066728,A Time to Kill,John Grisham,1992,Dell Publishing
399144412,The Reef,Nora Roberts,1998,Putnam Pub Group
553801228,Summer Light,Luanne Rice,2001,Bantam Books
671870998,The Wedding,Julie Garwood,1996,Pocket Books
671034014,Mercy,Julie Garwood,2001,Atria
688168256,Keeping Faith : A Novel,Jodi Picoult,1999,William Morrow
380977303,Partner in Crime,J.A. Jance,2002,William Morrow
394556178,Interview With the Vampire,Anne Rice,1986,Random House Audio Publishing Group
380976439,Shadows of Glory,Owen Parry,2000,William Morrow &amp; Company
553478907,A Man in Full,Tom Wolfe,1998,Bantam Books-Audio
804111332,Probable Cause,Grif Stockley,1993,Fawcett Books
804115419,Blood Money,Thomas Perry,2002,Ballantine Books
380706636,Island,Thomas Perry,1989,Harper Mass Market Paperbacks (Mm)
312034881,Undue Influence,Miriam Borgenicht,1989,St Martins Pr
051512527X,Blue Moon,Jill Marie Landis,1999,Jove Books
553097156,Long After Midnight,Iris Johansen,1997,Bantam
590437615,The Promise,Robert Westall,1993,Scholastic
821764713,Come the Morning,Shannon Drake,2000,Zebra Books
1582342695,How to Cook a Tart,Nina Killham,2002,Bloomsbury USA
399134980,The Bad Place,Dean R. Koontz,1990,Putnam Pub Group
553095161,Silent Treatment,Michael Palmer,1995,Bantam Dell Pub Group
1558171053,Cry to Heaven,Anne Rice,1988,Pinnacle Books
055337432X,Somewhere Off the Coast of Maine,Ann Hood,1994,Bantam Books
067081458X,The Eyes of the Dragon,Stephen King,1987,Viking Books
082174996X,Cha Cha Cha,Jane Heller,1995,Zebra Books
670846503,Gerald's Game,Stephen King,1992,Penguin Putnam~childrens Hc
840101445X,Mientras Escribo,Stephen King,2001,Downtown Book Center
8420428655,Ensayo Sobre LA Ceguera,Jose Saramago,1996,Alfaguara Ediciones
887308813,Dogbert's Top Secret Management Handbook,Scott Adams,1997,HarperBusiness
8420478407,El Cuento De LA Isla Desconocida,Jose Saramago,1998,Alfaguara Ediciones
60391480,Microserfs,Douglas Coupland,1995,Harpercollins
1583142827,Coming Home,Roberta Gayle,2002,Arabesque
312852940,The Predators,Harold Robbins,1998,St Martins Pr
1883061067,Dreamcatcher,Lori Byrd,1995,Rising Tide Press (AZ)
553583549,The Protector,MADELINE HUNTER,2001,Bantam
395511011,Symposium,Muriel Spark,1990,Houghton Mifflin
441785654,Steel Beach,John Varley,1993,Ace Books
743421914,Look to Windward,Iain M. Banks,2001,Star Trek
1410105652,The Blue Flower,Henry Van Dyke,2004,Fredonia Books (NL)
375431047,A Common Life : The Wedding Story (The Mitford Years),Jan Karon,2001,Random House Large Print Publishing
380730405,Rebecca,Daphne du Maurier,2001,Perennial
446612855,Trust Me,Melanie Craft,2003,Warner Forever
525946969,The Last Promise,Richard Paul Evans,2002,Dutton Books
373835280,Forever and Always,Lori Foster,2002,Harlequin
399138153,Winter Prey,John Sandford,1993,Putnam Pub Group
749396660,The Island of the Day Before,Umberto Eco,1996,Minerva
340577118,A Little Princess,Frances Hodgson Burnett,1992,Hodder Children's Books
195813898,Little Women,Alcott,1985,Oxford University Press
445406186,Cinderella,Ed McBain,1987,Mysterious Press
679454462,The Tailor of Panama,John Le Carre,1996,Alfred A. Knopf
394535979,Beloved,TONI MORRISON,1987,Knopf
679492658,Independence Day,RICHARD FORD,1995,Knopf
60161647,Sure of You,Armistead Maupin,1989,Harpercollins
141001917,Dressing Up for the Carnival,Carol Shields,2001,Penguin Books
679444920,Paris to the Moon,Adam Gopnik,2000,Random House Trade
20811853,POSTCARDS,E. Annie Proulx,1993,Scribner Paper Fiction
071170533X,Scottish Ghost Stories,Elliott O'Donnell,1993,Jarrold Publishing
743455800,Smiley's People,John le Carre,2002,Scribner
802713122,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,1995,Walker &amp; Company
385315082,Borderliners,PETER HOEG,1995,Delta
397001517,To Kill a Mockingbird,Harper Lee,1960,Harpercollins
375702164,Armadillo,William Boyd,2000,Vintage Books
1400031044,My Name Is Asher Lev,Chaim Potok,2003,Anchor Books/Doubleday
684839741,GOOD AS GOLD,Joseph Heller,1997,Simon &amp; Schuster
1402511779,True History of the Kelly Gang,Peter Carey,2001,Recorded Books
671042777,The Naive and Sentimental Lover,John le Carre,2000,Pocket
525945180,Le Mariage,Diane Johnson,2000,Dutton Books
068480154x,TENDER IS THE NIGHT,F. Scott Fitzgerald,1995,Scribner
385471483,Como agua para chocolate,Laura Esquivel,1994,Anchor
451168380,Growing Up,Russell Baker,1991,Signet Book
312965788,All Creatures Great and Small,James Herriot,1998,St. Martin's Press
60505214,The Bridge,Doug Marlette,2002,Perennial
380819333,Cowboy : A Novel,Sara Davidson,2001,HarperTorch
451139887,Triple,Ken Follett,1980,Signet Book
899193099,Cold Sassy Tree,Olive Ann Burns,1984,Houghton Mifflin
044651506X,Plum Island,Nelson DeMille,1997,Warner Books
553256157,I Know Why the Caged Bird Sings,Maya Angelou,1971,Bantam Books
689311230,Jackaroo,Cynthia Voigt,1985,Atheneum
60537310,Billy,Pamela Stephenson,2003,Perennial Currents
553470485,Charlotte's Web,E. B. White,1992,Listening Library
862032806,Imaginary Lands,Robin McKinley,1987,Random House Children's Books (A Division of Random House Group)
440210941,Just As Long As We're Together,Judy Blume,1995,Laurel-Leaf Books
788789562,The Hobbit,J. R. R. Tolkien,2001,Recorded Books
061328125X,The Virgin Suicides,Jeffrey Eugenides,2000,Sagebrush Bound
460012878,Jane Eyre,Charlotte Bronte,1976,J m Dent &amp; Sons Ltd
451457765,Tigana,Guy Gavriel Kay,1999,Roc
312266596,Temple,Matthew Reilly,2000,Thomas Dunne Books
006100717X,A Twist in the Tale,Jeffrey Archer,1994,HarperTorch
1561002690,Where the Heart Is,Billie Letts,1995,Brilliance Audio
140039589,Watership Down,Richard Adams,1974,Penguin Books
037351316X,Proof,Justine Davis,2004,Silhouette
553199412,The Bourne Identity,Robert Ludlum,1984,Bantam Books
3455024998,Der Regenmacher.,John Grisham,1996,Hoffmann &amp; Campe
140244379,The Dinner Party,Judy Chicago,1996,Penguin USA
316288292,The Day After Tomorrow,Allan Folsom,1994,Little Brown &amp; Co
553231499,Smiley's People,John Le Carre,1982,Bantam Books
1853715344,Sins of Omission,Gemma O'Connor,1995,Poolbeg Press
440977096,The Secret Garden,Frances Hodgson Burnett,1989,Laure Leaf
449212378,World's Fair,E. L. Doctorow,1986,Fawcett Books
385265263,There Are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,1991,Nan A. Talese
345418956,Jurassic Park,Michael Crichton,1997,Ballantine Books
688034276,A Walk Across America,Peter Jenkins,1979,Harpercollins
1557483159,The Screwtape Letters,C. S. Lewis,1992,Spring Arbor Distributors
553271466,Scarlatti Inheritance,Robert Ludlum,1982,Bantam Books
345302257,The Night Watch,David A. Philips,1982,Ballantine Books (Mm)
312974124,Bloodline,Jill Jones,2000,St. Martin's Paperbacks
743467116,All the Queen's Men,Linda Howard,2003,Pocket Star
671577050,Stones From the River,Ursula Hegi,1997,Audioworks
747235635,Sudden Death,Malcom Hamer,1992,Trafalgar Square
679455639,The Mark of the Assassin,Daniel Silva,1998,Random House Inc
671611542,STRIKE ZONE,Charles Robertson,1990,Pocket
517706857,The Keys to the Street: A Novel of Suspense,Ruth Rendell,1996,Random House Inc
312044194,September,Rosamunde Pilcher,1990,St Martins Pr
425186768,Isle of Dogs,Patricia Cornwell,2002,Berkley Pub Group
440403855,The Wind in the Willows,Kenneth Grahame,1990,Yearling Books
743467094,Three Wishes,Barbara Delinsky,2003,Pocket
743437128,Wild Orchids : A Novel,Jude Deveraux,2003,Atria Books
312050577,Brighten the Corner Where You Are,Fred Chappell,1990,St. Martin's Press
515132292,Wild,Lori Foster,2002,Jove Books
812446690,The Hero and the Crown,Robin McKinley,1986,Perfection Learning Prebound
670043001,The Pickup,Nadine Gordimer,2001,Farrar Straus Giroux
312977433,Let Me Whisper In Your Ear,Mary Jane Clark,2001,St. Martin's Paperbacks
394549627,Of Love and Shadows,ISABEL ALLENDE,1987,Knopf
140252738,The Cat Who Came for Christmas,Cleveland Amory,1995,Penguin Books
044651697X,Bless the Child,Cathy Cash Spellman,1993,Little Brown &amp; Co
525937676,Trial by Fire,Nancy Taylor Rosenberg,1996,Penguin USA
553058770,Second Child,John Saul,1990,Bantam Dell Pub Group
877958262,Belinda,Anne Rice,1986,Smithmark Pub
60196246,Wild Justice,Phillip Margolin,2000,HarperCollins Publishers
385182449,Pet Sematary,Stephen King,1993,Doubleday Books
034542333X,Darwin's Radio,Greg Bear,1999,Del Rey Books
399134026,Mutation,Robin Cook,1989,Putnam Pub Group
1568655282,Light a Penny Candle,Maeve Binchy,1997,Doubleday Books
385313543,The Glass Lake,Maeve Binchy,1995,Delacorte Press
399134867,Haunted,James Herbert,1989,Putnam Pub Group
60179333,Colony,Anne Rivers Siddons,1992,Harpercollins
440105595,The Birth Order Book: Why You Are the Way You Are,Kevin Leman,1987,Dell Publishing Company
445043482,Power Play,Kenneth M. Cameron,1982,Warner Books
084392215X,Madonna,Edward A. Kelleher,1985,Banner of Truth
446364754,Children of the Night,Dan Simmons,1993,Warner Books
61097233,Peachtree Road,Anne Rivers Siddons,1998,HarperTorch
451178017,Over the Edge,Jonathan Kellerman,1993,Signet Book
525481567,Look at Me,Anita Brookner,1985,Penguin USA
917053087,The Gift,Scott Edelman,1990,Space &amp; Time
670822167,Vanished,Mary McGarry Morris,1988,Penguin USA
60393203,Getting over It,Anna Maxted,2000,ReganBooks
684196670,MOTHER OF PEARL,Mary Morrissy,1995,Scribner
553582895,Dark Rivers of the Heart,DEAN KOONTZ,2000,Bantam
788191799,The Regulators,Richard Bachman,1996,Diane Pub Co
842356290,Remember,Karen Kingsbury,2003,Tyndale House Publishers
1589190009,Q,Paul A. Nigro,2003,Chariot Victor Pub
671027379,Deception Point,Dan Brown,2001,Atria
671636723,POSSESSIONS,Judith Michael,1987,Pocket
380760061,Temptation,Catherine Hart,1992,Harpercollins
671644459,Awakening,Jude Deveraux,1988,Pocket
393050327,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,2000,W.W. Norton &amp; Company
446314722,Death of an Expert Witness,P. D. James,1992,Warner Books
425080943,Stranger In a Strange Land,Robert A. Heinlein,1984,Berkley Publishing Group
440227186,Island of the Blue Dolphins,Scott O'Dell,1978,Random House Childrens Pub
671795899,Lonesome Dove,Larry McMurtry,1993,Pocket
440212189,Maximum Bob,Elmore Leonard,1992,Dell
887430104,Good Night,Barbara Gregorich,1984,School Zone Publishing Company
553542524,Raptor Red,Robert T. Bakker,1996,Bantam Books
553058819,Wish You Were Here,Rita Mae Brown,1990,Bantam Dell Pub Group
385321988,Brian's Winter,GARY PAULSEN,1996,Delacorte Books for Young Readers
679416889,Red Square,Martin Cruz Smith,1992,Random House Inc
394543963,The Bourne Supremacy,ROBERT LUDLUM,1986,Random House
038044156X,The Fly on the Wall,Tony Hillerman,1988,Harper Mass Market Paperbacks (Mm)
553106554,Public Secrets,Nora Roberts,1997,Bantam
920668364,Love You Forever,Robert Munsch,1986,Firefly Books Ltd
345434668,Pegasus in Space,Anne McCaffrey,2000,Del Rey Books
037540435X,Timeline,Michael Crichton,1999,Random House Audio
425043770,Stranger Strg Lnd,Robert A. Heinlein,1979,Berkley Publishing Group
425042103,The Visitor,Jere Cunningham,1979,Berkley Publishing Group
684810794,The BIBLE CODE,Michael Drosnin,1997,Simon &amp; Schuster
684801299,GREEN HILLS OF AFRICA,Ernest Hemingway,1996,Scribner
27000303,WATERSHIP DOWN,Richard Adams,1974,Scribner
802139892,Wish You Were Here,Stewart O'Nan,2003,Grove Press
671496786,HEARTBURN,Nora Ephron,1984,Pocket
670838047,Haroun and the Sea of Stories,Salman Rushdie,1990,Viking Books
676973922,The Fourth Hand,John Irving,2001,Knopf Canada
1585421286,God is No Laughing Matter: Observations and Objections on the Spiritual Path,Julia Cameron,2001,Jeremy P. Tarcher
1570428654,Me Talk Pretty One Day,David Sedaris,2000,Time Warner Audio Major
451122240,Tar Baby,Toni Morrison,1983,Signet Book
671899562,Possessions,Judith Michael,1994,Pocket
385720483,A Recipe for Bees,Gail Anderson-Dargatz,2001,Anchor Books/Doubleday
1566190274,War and Peace,Leo Tolstoy,1993,Barnes Noble Books
880299010,Dracula,Bram Stoker,1992,Barnes Noble Books
068983716X,Coming of Age,Valerie Mendes,2003,Simon &amp; Schuster Childrens Books
451155076,Coma,Robin Cook,1977,Signet Book
1593080484,Persuasion,Jane Austen,2003,Barnes &amp; Noble Books-Imports
1573220795,Lambs of God,Marele Day,1998,Riverhead Books
553245724,When Darkness Falls,Paul Zindel,1985,Bantam Books
345315995,Killashandra,Anne McCaffrey,1985,Ballantine Books
758203055,Cha Cha Cha,Jane Heller,2002,Kensington Mass Market
671524933,Lucky,Jackie Collins,1985,Simon &amp; Schuster
038531437X,The Wedding,Danielle Steel,2000,Delacorte Press
425177777,Dead Run,Leo Atkins,2000,Berkley Publishing Group
449150038,Dark Horse,Bill Shoemaker,1997,Fawcett Books
525937692,Suspicion of Guilt,Barbara Parker,1995,Penguin USA
451172698,A Woman Named Jackie,C. David Heymann,1991,Signet Book
671001159,EYE OF THE BEHOLDER,Brian Lysaght,1997,Pocket
517008254,Cradle and All,Fay Nedra Zachary,1989,Not Avail
684152673,Death of an Expert Witness,P. D. James,1977,Simon &amp; Schuster
399135375,Stardust,Robert B. Parker,1990,Putnam Publishing Group
553072633,Extreme Measures,Michael Palmer,1991,Bantam Dell Pub Group
399147322,McNally's Chance,Lawrence Sanders,2001,G. P. Putnam's Sons
1561564559,Heidi,Johanna Spyri,1998,Kidsbooks
8401461715,The Game,Jeff Rovin,1998,Plaza &amp; Janes Editores
446676446,Presumed Innocent,Scott Turow,2000,Warner Books
6550193,The blue flower,Penelope Fitzgerald,1996,Flamingo
553575090,Deception on His Mind,ELIZABETH GEORGE,1998,Bantam
B00001U0CP,Unnatural Exposure,Patricia Cornwell,1997,Putnam Pub Group
394508432,Smiley's People,John Le Carre,1979,Random House Inc
515135828,Acid Row,Minette Walters,2003,Jove Books
316954411,The Hope : A Novel,Herman Wouk,2002,Back Bay Books
747527873,Alias Grace,Margaret Atwood,1996,Raincoast Book Dist Ltd
140327592,Matilda,Roald Dahl,1990,Viking Penguin Inc
140103805,Wlt: A Radio Romance,Garrison Keillor,1992,Penguin Books
736601597,A Room Of One's Own,Virginia Woolf,1979,Books on Tape
833518534,Misery,Stephen King,1999,Sagebrush Bound
1567315682,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley,2003,MJF Books
345324358,Castle Roogna,Piers Anthony,1985,Ballantine Books
449230953,Nethergate,Norah Robinson Lofts,1981,Fawcett Books
006105769X,The Thief of Always,Clive Barker,1997,Harpercollins Juvenile Books
345305655,Town Like Alice,Nevil Shute Norway,1963,Ballantine Books
345335643,Six of Swords,Carole Nelson Douglas,1992,Del Rey Books
375411968,Burning Marguerite,ELIZABETH INNESS-BROWN,2002,Knopf
553840185,Deception on His Mind,Elizabeth George,1998,Bantam Books
2290303348,Neverwhere,Neil Gaiman,2001,J'ai lu
184195425X,Life of Pi,Yann Martel,2004,Pub Group West
451521579,Les Miserables,Victor Hugo,1987,Penguin Putnam~mass
440202485,Snow in April,Rosamunde Pilcher,1994,Dell Publishing Company
679723137,Invisible Man,Ralph Ellison,1989,Random House~trade
440109795,Close Encounters of the Third Kind,Steven Spielberg,1978,Dell Publishing
553212788,The Prince,Niccolo Machiavelli,1984,Bantam
879236493,The Secret Garden,Frances Hodgson Burnett,1987,David R. Godine Publisher
679435328,The Angel of Darkness,Caleb Carr,1997,Random House Inc
451517407,Othello,William Shakespeare,1981,Signet Book
067143294X,Macbeth,William Shakespeare,1981,Pocket Books
1561387053,Sense and Sensibility,Jane Austen,1996,Courage Books
770421113,Anne of Green Gables,Ian Montgomery,1983,Bantam Books
345917421,The Hobbit,J.R.R. TOLKIEN,1999,Ballantine Books
671688855,INHERITANCE,Judith Michael,1989,Pocket
446673749,Total Control,David Baldacci,1996,Warner Books
140072721,The Adventures of Augie March,Saul Bellow,1985,Penguin USA
708901883,Murder on the Orient Express,Agatha Christie,1983,Ulverscroft Large Print
446674826,Word of Honor,Nelson DeMille,1998,Warner Books
786013230,Out of Sight,T. J. MacGregor,2002,Pinnacle Books
380705931,Agents of Innocence,David Ignatius,1988,Harper Mass Market Paperbacks (Mm)
2253008486,Siddhartha,Hermann Hesse,1975,LGF
2266080598,Le Scaphandre Et Le Papillon,Jean-Dominique Bauby,1999,Pocket (FR)
207033435X,Le Vieil Homme Et La Mer,Ernest Hemingway,1920,Folio
679310738,Going Down Swinging,B. Livingston,2002,Vintage Books Canada
451519582,Wuthering Heights,Emily Bronte,1959,Signet Book
425064476,Whispers,Dean R. Koontz,1983,Berkley Publishing Group
385491069,The Edible Woman,MARGARET ATWOOD,1998,Anchor
843946334,Prey,Graham Masterton,1999,Leisure Books
425057739,Starship Troopers,Robert A. Heinlein,1982,Berkley Publishing Group
312069782,Battlefield Earth: A Saga of the Year 3000,L. Ron Hubbard,1982,St Martins Pr
8420441694,La Fiesta del Chivo,Mario Vargas Llosa,2000,Santillana USA Publishing Company
9684112017,El Coronel No Tiene Quien Le Escriba,Gabriel Garcia Marquez,1991,Continental Book Co Inc
8432215244,El Perfume,Patrick Suskind,1985,Booket
394523814,Dinner at the Homesick Restaurant,Anne Tyler,1982,Alfred A. Knopf
006018289X,The Way You Wear Your Hat: Frank Sinatra and the Lost Art of Livin',Bill Zehme,1997,Harpercollins
399141308,Idoru,William Gibson,1996,Putnam Publishing Group
670859117,The Cunning Man: A Novel,Robertson Davies,1995,Penguin USA
042516814X,Protect and Defend,Eric L. Harry,1999,Berkley Publishing Group
954342100,Shadowmancer,G.P. Taylor,2003,Mount Publishing Ltd
449203476,Patience and Sarah,Miller,1983,Not Avail
151327653,Foucault's Pendulum,Umberto Eco,1989,Harcourt
3612650025,Der Geschichtenmacher.,Kjell Johansson,2000,List Tb.
866119752,The Last of the Mohicans (Great Illustrated Classics),James Fenimore Cooper,1992,Playmore Inc. Publishers
